"hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","type","likesCount","timestamp","caption","locationId","locationName"
"RajivMakhni","GadgetGuru","CellGuru","Tech","Technology","Motorola","TV","EnvisionX","Spectra","GoogleTV","PoweredByMediaTek","Flipkart","SpectraSeries",,,,,,,,"Video","15074","2024-05-19T04:30:06.000Z","World First Review- Motorola Mini LED TV

Motorola EnvisionX Spectra  TV : The future of TVs? 

Share this with anyone looking for a new TV! 

You’ve seen LCD, you’ve seen LED, you’ve even seen QLED, but have you ever seen a Mini-LED TV? 

Motorola has just launched their new EnvisionX Spectra range of TVs, and they’re using incredible Mini LED technology inside that produces breathtaking picture quality! 

But what actually is Mini LED technology, and how is it the future? To find out, watch the full reel. 

Put your questions down in the comments and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Tech #Technology #Motorola #TV #EnvisionX #Spectra #GoogleTV
#PoweredByMediaTek #Flipkart #SpectraSeries",,
"RajivMakhni","CellGuru","GadgetGuru","Tech","Technology","Smartphones","Realme","RealmeGT6T","TopPerformer","realmeGT6T",,,,,,,,,,,"Video","44275","2024-05-22T07:38:26.000Z","New Performance Champion at Rs 24,999

New Realme GT6T is finally here. 

Share this with that friend who loves ultra gaming on their phone! 

The Realme GT6T is here and it comes packed with some incredible features that you don’t usually see in phones in this price segment. 

It’s got a flagship grade Snapdragon 7+ Gen 3 processor, a flagship Sony camera lens, incredible design and even a curved LTPO AMOLED display. 

But is all that enough to make it the go to phone in its segment and is there more to this phone that meets the eye? Watch the full reel to find out. 

Put your thoughts in the comments and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #CellGuru #GadgetGuru #Tech #Technology #Smartphones #Realme #RealmeGT6T #TopPerformer #realmeGT6T",,
"RajivMakhni","GadgetGuru","CellGuru","Scam","Scammer","Twitter","OnlineScams","Technology","Tech","cybersecurity",,,,,,,,,,,"Video","15146","2024-05-18T04:30:07.000Z","This scammer is teaching us how he scams a Twitter user and learns how to scam from a scammer. 

Share this with everyone who gets messages from unknown numbers. 

This Twitter user posted his chat, where he befriended a scammer and got him to reveal some shocking secrets. Watch the full reel to find how scammers think and how to protect yourself.

Comment below if the scams revealed have shocked you And follow me, Rajiv Makhni, for all Tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #Scam #Scammer #Twitter #OnlineScams #Technology #Tech #cybersecurity",,
"RajivMakhni","CellGuru","GadgetGuru","Motorola","Edge50Fusion","Tech","Technology","Smartphone","Android","Mobiles","Gadgets","OwnTheSpotlight","motorolaEdge50fusion",,,,,,,,"Video","44611","2024-05-16T13:00:08.000Z","This phone can record 4K video from 3 cameras! 

Share this with anyone looking to buy a sleek, stylish and feature packed phone. 

The Motorola Edge 50 fusion is here and it brings in a lot of amazing features. Its design colours are Pantone curated, it has a huge 5000mAh battery despite its ultra sleek design. 

It can even multitask and play high graphic games like COD Warzone with its Snapdragon processor. 

But is it the perfect allrounder smartephone around ₹20,000? 
What about its cameras? Are they any good? Watch the full reel to find out. 

Put your questions down in the comments and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #CellGuru #GadgetGuru #Motorola #Edge50Fusion #Tech #Technology #Smartphone #Android #Mobiles #Gadgets #OwnTheSpotlight #motorolaEdge50fusion","1754540318139359","Gurugram"
"RajivMakhni","GadgetGuru","CellGuru","Havells","Charger","Accesories","GaNCharger","SmartphoneAccesories",,,,,,,,,,,,,"Video","5408","2024-05-25T04:31:17.000Z","Made in India Havells GaN charger. Charges everything 

Share this with that friend who’s always low on battery and owns multiple chargers. 

I bought this Havells GaN charger that can charge devices with up to 65W speed! 

It can charge each and every device you have, including smartphones, TWS and even laptop. 

But, what exactly is a GaN charger? How is it better than other chargers? How effective is it? Watch the full reel to find out! 

Comment your thoughts below and follow me Rajiv Makhni, for all tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #Havells #Charger #Accesories #GaNCharger #SmartphoneAccesories",,
"RajivMakhni","CellGuru","GadgetGuru","Xiaomi","POCOF65G","GodModeOn","POCO","POCOIndia",,,,,,,,,,,,,"Video","3613","2024-05-23T12:30:17.000Z","India’s first Snapdragon 8s Gen 3 Phone

Share this with everyone who watches content while eating.

POCO F6 5G marks the debut of Snapdragon 8s Gen 3. It is also the first POCO phone with Gesture Control. But that’s just the tip of the iceberg. There’s a lot more POCO is offering at the price of just ₹25,999*. Watch the full video to find out.

Comment below if you think every phone should have gesture control and follow me Rajiv Makhni, All Tech, No BS

#RajivMakhni #CellGuru #GadgetGuru #Xiaomi #POCOF65G #GodModeOn #POCO #POCOIndia",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Technology","boAt","Smartwatch","WaveSigma3",,,,,,,,,,,,,"Video","3359","2024-05-24T12:31:59.000Z","Insane Features in Rs 1,599 Smartwatch
And you don’t need your phone. 

Share this with your friend who always gets lost!

The boAt Wave Sigma 3 packs in a ton of features that you don’t see in its category.
Turn-by-navigation, built-in QR tray, huge HD display, 7 days battery life, metallic magnetic strap. All of this at a price of just Rs 1,599 ! 
Can this be the best smartwatch under Rs 1600? Watch the whole video to find out!

Comment below which feature you liked the most in the boAt Wave Sigma 3 and follow me Rajiv Makhni -All Tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #Tech #Technology #boAt #Smartwatch #WaveSigma3",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Technology","Privacy","Laptops","emails","Mailing","readreciepts","Gmail","Outlook",,,,,,,,,"Video","6879","2024-05-12T04:27:05.000Z","Get ‘read receipt tick’ on all your emails! 

Share this with that friend who ignores your mail! 

I’m telling you the easiest and simplest way to check if someone has read your email that you sent. 

From now on, always get read receipts on sending emails -  with this trick that works for all email services! 

Do you have any questions? Put them in the comments and follow me Rajiv Makhni, for all tech, no BS!

#RajivMakhni #GadgetGuru #CellGuru #Tech #Technology #Privacy #Laptops #emails #Mailing #readreciepts #Gmail #Outlook",,
"RajivMakhni","GadgetGuru","CellGuru","Googlemaps","Google","Travel","Googletricks","flights",,,,,,,,,,,,,"Video","10263","2024-05-13T12:55:37.000Z","You will never be late again.

You aren’t using this incredible Google Maps feature and thus missing out on planning your entire journey intelligently . 

Share this with everyone who is always late.

Google Maps lets you set your arrival and departure time based on your preference. But is it really accurate? Does it keep the traffic in account? Watch the full reel to find out!

Comment below if you find this helpful and follow me Rajiv Makhni, all tech, no BS.

#RajivMakhni #GadgetGuru #CellGuru #Googlemaps #Google #Travel #Googletricks #flights",,
"RajivMakhni","GadgetGuru","CallGuru","iPhone","iPhoneTrick","iPhoneHack",,,,,,,,,,,,,,,"Video","3906","2024-05-20T12:55:14.000Z","In case of an Accident, do this right away!

Share this with everyone you care about

Make an emergency call from your iPhone with 1 tap. 

This iPhone shortcut is instrumental in case of a serious accident. Watch the full video to find out.

Comment if you find this trick helpful and follow me Rajiv Makhni, All Tech, No BS

#RajivMakhni #GadgetGuru #CallGuru #iPhone #iPhoneTrick #iPhoneHack",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Technology","Laptop","Chrome","Google","CyberSecurity","DigitalSafety","Security","Browser",,,,,,,,,"Video","6282","2024-05-11T04:26:48.000Z","Dangerous Chrome settings! Keep them off! 

Share this with your friends and family to keep them and their data safe! 

Google Chrome is tracking you always! It’s listening to you, watching you, and even tracking all your online activities. 

But, you can stop it from doing that ever again. How? Watch the full reel to find out. 

Put your questions down in the comments, I promise to answer you all and follow me, Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Tech #Technology #Laptop #Chrome #Google #CyberSecurity #DigitalSafety #Security #Browser",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Moto","Motorola","Audio","TWSBuds","Bose","Music","Accesories","AudioPhiles","#MotoBuds+","SoundOfPerfection","MotoBudsPlus","MotoBuds",,,,,"Video","8271","2024-05-09T06:45:13.000Z","World first review: Bose Sound Moto Buds & Moto Buds+

Motorola Moto Buds+ powered by Bose for Rs 7999

Share this with all your audiophile friends. 

Motorola has just launched its new pair of TWS buds, the Moto Buds and Moto Buds+. 

The Moto Buds come with industry leading 50dB noise cancellation, Pantone certified colours and CrystalTalk AI. 

The Moto Buds+ on the other hand, have their sound crafted by the industry’s leading audio brand, Bose. So does that mean they sound exactly like Bose TWS? Is the sound signature same? 

Does it mean that these are now the best sounding TWS you can buy? 

Watch the full reel to find out. 

Put all your questions in the comments and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Tech #Moto #Motorola #Audio #TWSBuds #Bose #Music #Accesories #AudioPhiles ##MotoBuds+ #SoundOfPerfection #MotoBudsPlus #MotoBuds",,
"RajivMakhni","GadgetGuru","CellGuru","Samsung","SamsungGalaxy","GalaxyF55","SamsungGalaxyF55","SamsungGalaxyFSeries","Tech","Technology","CraftedByTheMasters",,,,,,,,,,"Video","8153","2024-05-08T05:10:20.000Z","Samsung premium feature back after 10 years!

Samsung just restored this premium feature. 

Share this with all the OG Samsung fans!

Samsung Galaxy F55 is the first Samsung in 10 years with a leather back. I’m revealing all the secrets about a phone that is yet to be released! 

How does it fit with the current brand language? What other major feature does it have? 

We shall know all the answers very soon! 
Watch the full reel to get an incredible look at the phone.

Put your questions in the comments below and follow me Rajiv Makhni, All Tech, No BS! 

#RajivMakhni #GadgetGuru #CellGuru #Samsung #SamsungGalaxy #GalaxyF55 #SamsungGalaxyF55 #SamsungGalaxyFSeries #Tech #Technology #Tech #GalaxyF55 #Samsung #CraftedByTheMasters",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Technology","AC","Cooling","LLOYD","Summers","AirConditioners","Gadgets","HomeAppliances","StunnedByLloydStellar",,,,,,,,"Video","5043","2024-05-10T12:26:58.000Z","5 Things your AC can’t do, that these can! 

The Lloyd Stellar and Stylus, India’s first designer ACs.

Share this with anyone looking to get a new AC 

Summer’s here and Lloyd is making sure you tackle the heat in style. 

I’m telling you 5 incredible things about the new Lloyd Stellar and Stylus.

Not only do they look really stylish, they also have features that almost no other AC is giving. 

What are those features? Does your AC have them? To find out, watch the full reel. 

Put your questions down in the comments and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Tech #Technology #AC #Cooling #LLOYD #Summers #AirConditioners #Gadgets #HomeAppliances 
#StunnedByLloydStellar",,
"RajivMakhni","GadgetGuru","CellGuru","Samsung","AI","BeSpokeAI","Frame","Speaker","Music",,,,,,,,,,,,"Video","1391","2024-05-05T04:31:51.000Z","A Photo Frame that becomes your Home Theatre!

Share this with everyone looking for both home decor and a music system at the same time.

The Samsung Music Frame is a photo frame that is also a 120W speaker. Incredible sound, but can it be set in stereo pairing? Can multiple such speakers create a home theatre experience? Watch the full video to find out.

Comment if you too think it’s excellent home decor along with a great speaker and follow me Rajiv Makhni, All Tech, No BS!

#RajivMakhni #GadgetGuru #CellGuru #Samsung #AI #BeSpokeAI #Frame #Speaker #Music",,
"RajivMakhni","GadgetGuru","CellGuru","Airpods","Apple","Music","Sound","Tech","Technology","Headphone","EarPhones",,,,,,,,,,"Video","4138","2024-05-04T04:27:35.000Z","Real vs. Fake Airpods Pro 2! 

Are these ₹999 AirPods Pro 2 worth it? 

Share this with all your AirPods flexing friends! 

These are AirPods Pro 2 that I bought for just ₹999! 

They look great. The seller claimed they have all the features you will expect from Apple AirPods Pro 2, including great sound. 

Do all the features actually work? Whats good, what’s bad, what’s terrible, are they worth it? 

And are they great or are they garbage? Watch the full reel to find out. 

Put all your questions down in the comments and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Airpods #Apple #Music #Sound #Tech #Technology #Headphone #EarPhones",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Technology","Accesories","Smartphone","Gadgets","mobileaccessories","amazongreatsummersale","amazonindia",,,,,,,,,,"Video","12514","2024-05-02T12:27:14.000Z","5 Best phone accessories deals during Amazon’s Sale!

This is the ultimate smartphone accessory guide this sale season! We went through thousands of products to get you the 5 best deals. 

Share this with all your friends to get them some amazing deals on smartphone accessories! 

Amazon’s Great Summer Sale starts today and I’ve rounded up 5 of the best smartphone accessories for you to pick up during the sale at amazing prices! 

There are 2 TWS buds, a powerbank, a tracking camera, and even an amazing car charger! 

Watch the full reel to know all about these great deals! 

Don’t forget to check out Amazon’s Great Summer Sale, where mobile accessories start at JUST ₹69! 

Follow me, Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Tech #Technology #Accesories #Smartphone #Gadgets #mobileaccessories #amazongreatsummersale #amazonindia",,
"RajivMakhni","GadgetGuru","CellGuru","Samsung","AI","AC","windfree","samsungaiac","aiautocool","welcomecooling","BespokeAI","DoLessLiveMore",,,,,,,,,"Video","29420","2024-05-03T04:28:17.000Z","AI AC cools home before you arrive; works without wind. 

AI AC that provides Whisper-quiet cooling!

Share this with everyone, because it’s really hot outside! 

This is Samsung’s Wind Free AI AC and it has some serious tech within. 

It knows when you’re close to your home and can turn on automatically to welcome you to a cool home. It has 23,000 micro holes that can cool without any direct wind. It can even listen to voice commands straight from your phone and will also learn your cooling preferences using AI! 

To know all about this amazing AI AC, watch the full reel! 

Put your questions down in the comments and follow me Rajiv Makhni, for all tech, no BS! 

@samsungindia 

#RajivMakhni #GadgetGuru #CellGuru #Samsung #AI #AC 
#Samsung #windfree #samsungaiac #aiautocool #welcomecooling #BespokeAI #DoLessLiveMore",,
"RajivMakhni","GadgetGuru","CellGuru","SamsungAI","SamsungNeoQled8K","AI","GalaxyAI","Samsung","Tech","Technology","SamsungAITV",,,,,,,,,,"Video","4554","2024-05-06T12:59:59.000Z","Smartest TV in the World with AI
 
This TV is perfect for games, news, movies, videos, sports and music! 
 
Share this with anyone looking to buy a new TV! 
 
This is the incredible new range of Samsung OLEDs and Neo QLED TV’s and they have AI built in to enhance your overall watching experience. 
 
The new AI TVs can track the ball during sports viewing so it doesn’t blur, it can enhance dialogue in a movie, it can even upscale regular content to 8K, and it’s glare free! 
 
Experience the new era of Samsung AI TVs
 
And to know everything about this marvellous TV, watch the full reel. 
 
Available on Amazon and Flipkart. 
 
Do you have any questions? Put them in the comments and follow me Rajiv Makhni, for all tech, no BS! 
 
 
#RajivMakhni #GadgetGuru #CellGuru #SamsungAI #SamsungNeoQled8K #AI #GalaxyAI #Samsung #Tech #Technology #Tech #SamsungAITV  @samsungindia",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Technology","Amazon","OnlineShopping","eCommerce","Gadget",,,,,,,,,,,,"Video","3540","2024-05-09T12:59:56.000Z","People still don’t buy things online? 

Online shopping has never been this convenient.

Share this with someone who’s still scared of buying things online.

Amazon and other e-commerce websites have made online shopping completely hassle-free with their new policies. But what are these policies? Will it be more convenient than offline? Watch the full video to find out.

Tell me in the comments what’s the last thing you bought online and follow me, Rajiv Makhni, All Tech, No BS!

#RajivMakhni #GadgetGuru #CellGuru #Tech #Technology #Amazon #OnlineShopping #eCommerce #Gadget",,
"RajivMakhni","CellGuru","GadgetGuru","vivoV30e","vivo","AshishSoni","BeThePro","DesignPro","Tech","Technology","Android","Fashion","Gadgets","Smartphones","Design",,,,,,"Video","1215","2024-05-08T12:29:19.000Z","Designer Ashish Soni makes outfit based on vivo V30e! 

Share this with all your friends who love fashion and tech! 

I was recently at Ace Designer Ashish Soni’s studio when the new vivo V30e arrived. 

Awestruck by its luxurious design, velvet red colour and amazing specs, Ashish set out on a journey to design a very special outfit for me to review the phone in. 

Watch the full reel to see how it all unfolds! Should more fashion collections be based on a phones and gadgets. 

Put your thoughts down in the comments and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #CellGuru #GadgetGuru #vivoV30e #vivo #AshishSoni #BeThePro #DesignPro #Tech #Technology #Android #Fashion #Gadgets #Smartphones #Design",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","Technology","Mics","Audio","AudioTech","Shure","Recording","AudioPeripherals",,,,,,,,,,"Video","2842","2024-05-02T04:24:49.000Z","Shure MoveMic 2- Best Wireless Mic? 

Share this with that aspiring content creator who wants the best audio money can buy. 

This is the Shure MoveMic 2 with receiver kit and it can do a lot of incredible things for a mic so compact. 

It connects wirelessly to both your phone and DSLR camera, it’s app can change how your voice sounds and they’re also IPX4 rated! 

What else can it do? Watch the full reel to find out. 

Put your questions down in the comments and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Tech #Technology #Mics #Audio #AudioTech #Shure #Recording #AudioPeripherals",,
,,,,,,,,,,,,,,,,,,,,"Video","6262","2024-04-21T04:26:39.000Z","Smart Yoga Mat meets Smart TV!

Share this with everyone who does yoga every day.

Samsung teamed up with Yogifi, a smart yoga brand, to give you a yoga experience unlike any other. 

This yoga mat tells you if your yoga position, stance and  posture is correct. How does it know all that? 

And how does it communicate with the TV? Is it really useful? Watch the full video to find out.

Comment if this is a game changer and follow me, Rajiv Makhni, for All Tech, No BS!

Rajiv Makhni, Gadget Guru, Cell Guru, Tech, Technology, Samsung, Samsung TV, Samsung Neo QLED 8K, yoga, fitness, TV, Home Entertainment",,
"Rajiv","CellGuru,","GadgetGuru,","tech,","technology,","Samsung,","Samsung","GalaxyS23FE,","GalaxyAI,","android,","Galaxy","AI,","GalaxyS23FE","GalaxyAI",,,,,,,"Video","7597","2024-04-24T05:09:00.000Z","Samsung brings S24 AI to S23FE

Samsung is now offering their biggest flagship feature in their previous gen series.

Share this with everyone who is looking for a flagship experience without paying the flagship price.

Samsung Galaxy S23FE has the same high-end Galaxy AI features, like the S24 series. But are we getting all or some selected AI features? Will it be available across the S23 series? Watch the full video to find out.

Comment below if you wish the next phone you buy must have full AI, irrespective of price and follow me Rajiv Makhni, All Tech, No BS!

#Rajiv Makhni, #CellGuru, #GadgetGuru, #tech, #technology, #Samsung, #Samsung Galaxy #GalaxyS23FE, #GalaxyAI, #android, #Galaxy S24 series, #Galaxy S23series, #AI, #GalaxyS23FE #GalaxyAI",,
"RajivMakhni,","CellGuru,","GadgetGuru,","tech,","technology,","WiFi,","FakeWiFi","WiFiScam,","FreeWiFi","Scam","OnlineScam",,,,,,,,,,"Video","7462","2024-04-26T12:26:05.000Z","Get password for all WiFi around you?

This app lets you hack any WiFi network! 

Share this with everyone who is always asking for Hotspot.

There are multiple videos showing that this app can get you the password for any Wi-Fi network. We tried it out too, to see if it’s real or a scam. The result will shock you! Watch the full video to find out.

Comment below if you’ve encountered these videos too and follow me Rajiv Makhni, All Tech, No BS!

#RajivMakhni, #CellGuru, #GadgetGuru, #tech, #technology, #WiFi, #FakeWiFi #WiFiScam, #FreeWiFi #Scam #OnlineScam",,
"RajivMakhni","CellGuru","GadgetGuru","tech","technology","Laptop","TechTips","TV","Wireless","pairing","Scam","OnlineScam",,,,,,,,,"Video","35615","2024-04-28T04:26:35.000Z","Laptop to TV wirelessly anywhere

Share this with everyone still tangled in HDMI cable.

This secret trick lets you connect your laptop wirelessly to TV within seconds. But does it work with all TVs? Does it require software? Is it temporary? Watch the full video to find out.

Comment below if you learnt something new today and follow me, Rajiv Makhni, All Tech, No BS!

#RajivMakhni #CellGuru #GadgetGuru #tech #technology #Laptop #TechTips #TV #Wireless #pairing #Scam #OnlineScam",,
"RajivMakhni","GadgetGuru","CellGuru","Tech","WiFi","OnlineSafety","CyberSecurity","NetSafety","Gadgets","Technology",,,,,,,,,,,"Video","11959","2024-05-01T12:49:39.000Z","Keep your kid 100% safe online!

Share this with all the parents you know to keep their children safe! 

This is the Happinetz wi-fi box, and it can monitor your kids’ online activity and make sure they’re not watching anything they’re not supposed to.

It also gives you analytics on their online usage, block specific websites, and a lot more. 

To know all about it, watch the full video. 

Put your questions in the comments, I promise to answer them all and follow me, Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Tech #WiFi #OnlineSafety #CyberSecurity #NetSafety #Gadgets #Technology",,
"RajivMakhni","CellGuru","GadgetGuru","tech","technology","Google","datafraud","datascam","privacy",,,,,,,,,,,,"Video","19004","2024-04-27T05:09:03.000Z","Your phone listens to you even when you are not using it. 

Google listens to everything you say, but you can stop it.
Share this with everyone who wants to keep their personal data safe.
We know Google monitors all our activity online, but even when we are not using our device, it listens to every conversation we have, even the private and confidential ones. 

There is a way to stop it. But does it completely stop Google from checking our activities? What about our old data? Can we delete that too? Watch the full video to find out.

Comment if this video helped you be more alert and follow me, Rajiv Makhni, All Tech, No BS!

#RajivMakhni #CellGuru #GadgetGuru #tech #technology #Google #datafraud #datascam #privacy",,
,,,,,,,,,,,,,,,,,,,,"Video","6226","2024-04-20T04:29:33.000Z","FaceTime on Android! 

How to use FaceTime on Android! 

Share this with your iPhone flexing friends to show them that you can now join FaceTime calls, too! 

I am telling you the quickest and easiest way to use FaceTime on android. No app downloads, no APK files, in-fact it’s a feature given by Apple itself! Just one click, and you’re in! 

What do you need for it? How do you use it? Are all features available? Watch the full reel to find out and follow me, Rajiv Makhni, for all tech, no BS! 

Rajiv Makhni, Cell Guru, Gadget Guru, tech, technology, Apple, android, iPhone, iOS, FaceTime, calling, video calls, tech tips",,
,,,,,,,,,,,,,,,,,,,,"Video","6092","2024-04-19T04:26:11.000Z","Add songs to your Instagram profile in 2 clicks!

Share this with anyone who loves Instagram and music! 

Instagram has just come out with a new feature that lets you add a song to your Instagram profile which can be played whenever someone opens it. 

How do you use it? How do you add it? Watch the full reel to find out. 

Put your favourite songs in the comments below and follow me Rajiv Makhni, for all tech, no BS! 

Rajiv Makhni, Gadget Guru, Cell Guru, Instagram, Meta, Profile, FYP, Music, Songs, InstaTips, Insta features, new features",,
"RajivMakhni","CellGuru","GadgetGuru","OPPOFindX7Ultra","Android","Camera","Smartphone",,,,,,,,,,,,,,"Video","7345","2024-04-25T04:28:49.000Z","Unbelievable camera smartphone?

Share this with all your camera crazy colleagues and friends! 

This is the OPPO Find X7 Ultra and it comes with 3 big world first camera features. 

1) World’s first Quad Main Camera with Hyper Tone Image Engine 
2) World’s first Dual Periscope telephoto cameras 
3) World’s first Sony 1” LYT-900 sensor

What that means is that this phone can take photos as good as (if not, better) than your DSLR! 

It even has some incredible specs like a Snapdragon 8 Gen 3 processor that make this one of the best flagship phones by OPPO.

Don’t believe me? Watch the full video to find out. 

Put your questions in the comments and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #CellGuru #GadgetGuru #OPPOFindX7Ultra #Android #Camera #Smartphone",,
,,,,,,,,,,,,,,,,,,,,"Video","7836","2024-04-22T12:53:06.000Z","Indus Paywear - Just wear tap and pay.

Indus PayWear by IndusInd Bank is a gateway to seamless contactless payments. You don’t need your credit or debit card with you. But is it truly as magical as it sounds? Watch the full video to find out.

Do you believe this will dominate the payment landscape? Drop a comment and follow me, Rajiv Makhni, All Tech, No BS!

Rajiv Makhni, Gadget Guru, Cell Guru, Tech, Technology, IndusInd, Indus, Indus PayWear, UPI, Contactless payment, banking",,
"RajivMakhni","CellGuru","GadgetGuru","Nintendo","GameBoy","Delta","AppStore","Gaming","retro","console","handheld","classic","VideoGames",,,,,,,,"Video","5368","2024-04-23T12:21:47.000Z","1000+ retro games on iPhone for free! 

First ever gaming emulator on iOS. That too legal and free. 

Share this with your fellow 90s kids, Apple users and avid gamers! 

The Delta emulator app allows you to play thousands of retro games right from your iPhone. 

It’s available on the App Store to download for free and has thousands of classic games across consoles like Nintendo 64, GameBoy Advance, Nintendo DS and many more. 

We played iconic games like Mario, Mortal Kombat, NFS and more, to know how to download games on it and lots more about the app, watch the full reel. 

Put your favourite games in the comments and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #CellGuru #GadgetGuru #Nintendo #GameBoy #Delta #AppStore #Gaming #retro #console #handheld #classic #VideoGames",,
"RajivMakhni","GadgetGuru","CellGuru","Samsung","AI","Washingmachine","Appliances","BespokeAI","SmartThings","SmartAppliances","SamsungAI","SmartForward","DoLessLiveMore","AIVision","AIWash","AIAutoCooling","AIEnergyMode","HomeCare",,,"Video","2205","2024-04-29T04:27:00.000Z","Refrigerator hub to control your Washing Machine, AC, Microwave - Samsung Bespoke AI part 2

Share this with all your friends who hate doing laundry on their own! 

I am showing you a washing machine by samsung with built in AI that can be controlled remotely from a fridge! 

With its AI Energy, now you can save energy additionally for different devices over and above what the star rating of the device enables you to save!

It can also detect what kind of clothes you have put in, how soiled they are, what water temperature is needed, which wash cycle and how much detergent you need. 
Watch the full reel to know all about it. 

Put your questions down in the comments and follow me Rajiv Makhni, for all tech, no BS! 

#RajivMakhni #GadgetGuru #CellGuru #Samsung #AI #Washingmachine #Appliances
#BespokeAI #Samsung #SmartThings #SmartAppliances #SamsungAI #SmartForward
#BespokeAI #DoLessLiveMore #AIVision #AIWash #AIAutoCooling #AIEnergyMode #HomeCare",,
,,,,,,,,,,,,,,,,,,,,"Video","8533","2024-04-16T12:27:25.000Z","New Moto g64 King of under 14K?

Share with everyone who is looking for a new smartphone at 15K. 

Moto g64 has 5 incredible features, which makes it the best phone in its segment. But what are those features? Are they of any real use? Watch the full video to find out.

Comment below if this helped you in making a smarter buying decision and follow me Rajiv Makhni, for All Tech, No BS!

Rajiv Makhni, Cell Guru, Gadget Guru, Motorola, Moto, Moto g64, Tech, Technology, Mobiles, Android, Gadgets, Design",,
,,,,,,,,,,,,,,,,,,,,"Video","5008","2024-04-07T04:29:17.000Z","3 big powerbank myths busted! 

Are these the magsafe powerbanks everyone should buy?! 

Share this with someone who’s always running out of battery! 

There are 3 big myths in the world of powerbanks. 
1) They will damage your battery 
2) You can not charge them overnight 
3) Magnetic powerbanks are always expensive! 

And I am about to bust them all with the Ubon PBX104 and PBX105 magnetic wireless powerbanks. 

How do they bust these myths? Are they worth it? To know all about them, watch the full video. 

Put your questions down in the comments and follow me Rajiv Makhni for all tech, no BS! 

Rajiv Makhni, Gadget Guru, Cell Guru, Tech, Technology, Ubon, powerbanks, MagSafe, wireless powerbanks, battery, tech myths",,
,,,,,,,,,,,,,,,,,,,,"Video","31796","2024-04-13T04:34:20.000Z","Download HD YouTube videos for free 

Download HD YouTube Videos in 1 second! For Free 

Easiest method to download YouTube Videos 

Share this with anyone who loves to binge watch YouTube videos! 

The fastest, easiest, and most reliable way to download YouTube videos. 

It only takes 1 second, and it’s absolutely free. Watch the full reel to find out how. 

Have any questions? Put them in the comments, I promise to answer them all and follow me Rajiv Makhni, for all tech, no BS! 

Rajiv Makhni, Gadget Guru, Cell Guru, YouTube, video, download videos, tech tips, technology, how to, tech how tos, technology, gadgets, software",,
,,,,,,,,,,,,,,,,,,,,"Video","5560","2024-04-15T07:05:16.000Z","Is this phone made out of copper?

New Realme P1 - All your questions answered!

Have you seen a better-looking phone? 

Share this with that friend who loves buying designer stuff. 

This is the Realme P1 5G, and I asked all of you to put your thoughts and questions about it as replies to my story. 

In this reel I’ll answer the top 3 most asked questions about it and also tell you all about the incredible features of this phone. 

Watch the full reel to know all about it. 

Put any other questions you have in the comments, I promise to answer them all and follow me, Rajiv Makhni, for all tech, no BS! 

Rajiv Makhni, Cell Guru, Gadget Guru, Realme P1, Smartphones, Tech, Technology, Mobiles, Android, Gadgets, Design",,
